,Name,atomic_radius_A,atomic_radius_B,atomic_radius_C,atomic_volume_A,atomic_volume_B,atomic_volume_C,density_A,density_B,density_C,dipole_polarizability_A,dipole_polarizability_B,dipole_polarizability_C,evaporation_heat_A,evaporation_heat_B,evaporation_heat_C,group_id_A,group_id_B,group_id_C,lattice_constant_A,lattice_constant_B,lattice_constant_C,period_A,period_B,period_C,series_id_A,series_id_B,series_id_C,specific_heat_capacity_A,specific_heat_capacity_B,specific_heat_capacity_C,vdw_radius_A,vdw_radius_B,vdw_radius_C,covalent_radius_cordero_A,covalent_radius_cordero_B,covalent_radius_cordero_C,covalent_radius_pyykko_A,covalent_radius_pyykko_B,covalent_radius_pyykko_C,electron_affinity_A,electron_affinity_B,electron_affinity_C,NumberofNeutrons_A,NumberofNeutrons_B,NumberofNeutrons_C,NumberofProtons_A,NumberofProtons_B,NumberofProtons_C,NumberofElectrons_A,NumberofElectrons_B,NumberofElectrons_C,heat_of_formation_A,heat_of_formation_B,heat_of_formation_C,vdw_radius_uff_A,vdw_radius_uff_B,vdw_radius_uff_C,vdw_radius_mm3_A,vdw_radius_mm3_B,vdw_radius_mm3_C,en_ghosh_A,en_ghosh_B,en_ghosh_C,c6_gb_A,c6_gb_B,c6_gb_C,atomic_weight_A,atomic_weight_B,atomic_weight_C,atomic_radius_rahm_A,atomic_radius_rahm_B,atomic_radius_rahm_C,covalent_radius_pyykko_double_A,covalent_radius_pyykko_double_B,covalent_radius_pyykko_double_C,dipole_polarizability_unc_A,dipole_polarizability_unc_B,dipole_polarizability_unc_C,pettifor_number_A,pettifor_number_B,pettifor_number_C,glawe_number_A,glawe_number_B,glawe_number_C,molar_heat_capacity_A,molar_heat_capacity_B,molar_heat_capacity_C,electronegativity_A,electronegativity_B,electronegativity_C,melting_point_A,melting_point_B,melting_point_C,boiling_point_A,boiling_point_B,boiling_point_C,FirstIonization_A,FirstIonization_B,FirstIonization_C,NumberofShells_A,NumberofShells_B,NumberofShells_C,FormEng,Moment
115,Cr2MnAs,140.0,140.0,115.0,7.23,7.39,13.1,7.15,7.3,5.75,83.0,68.0,30.0,342.0,221.0,32.4,6.0,7.0,15.0,2.88,8.89,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.479,0.329,206.0,204.999999999999,185.0,139.0,150.0,119.0,122.0,119.0,121.0,0.6758412,-0.52,0.80482,28.0,30.0,42.0,24.0,25.0,33.0,24.0,25.0,33.0,397.48,283.3,302.5,302.3,296.1,423.0,225.0,224.0,236.0,0.131305299999999,0.1352844,0.2068208,709.0,635.0,260.0,51.9961,54.938044,74.921595,233.0,242.0,231.0,111.0,105.0,114.0,12.0,9.0,1.0,57.0,60.0,89.0,55.0,72.0,90.0,23.35,26.32,24.64,1.66,1.55,2.18,2180.0,1519.0,1090.0,2944.0,2334.0,887.0,6.7665,7.434,9.7886,4.0,4.0,4.0,-0.006,0.0447
116,Cr2MnSb,140.0,140.0,145.0,7.23,7.39,18.4,7.15,7.3,6.68,83.0,68.0,43.0,342.0,221.0,195.2,6.0,7.0,15.0,2.88,8.89,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.449,0.479,0.207,206.0,204.999999999999,206.0,139.0,150.0,139.0,122.0,119.0,140.0,0.6758412,-0.52,1.04740119,28.0,30.0,71.0,24.0,25.0,51.0,24.0,25.0,51.0,397.48,283.3,264.4,302.3,296.1,442.0,225.0,224.0,252.0,0.131305299999999,0.1352844,0.191877399999999,709.0,635.0,504.0,51.9961,54.938044,121.76,233.0,242.0,246.0,111.0,105.0,133.0,12.0,9.0,2.0,57.0,60.0,88.0,55.0,72.0,91.0,23.35,26.32,25.23,1.66,1.55,2.05,2180.0,1519.0,903.78,2944.0,2334.0,1860.0,6.7665,7.434,8.6084,4.0,4.0,5.0,0.171,0.0011
117,Cr2FeAl,140.0,140.0,125.0,7.23,7.1,10.0,7.15,7.87,2.7,83.0,62.0,57.8,342.0,340.0,284.1,6.0,8.0,13.0,2.88,2.87,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.449,0.449,0.897,206.0,204.0,184.0,139.0,142.0,121.0,122.0,115.999999999999,126.0,0.6758412,0.15323634,0.432835,28.0,30.0,14.0,24.0,26.0,13.0,24.0,26.0,13.0,397.48,415.5,330.9,302.3,291.2,449.9,225.0,223.0,236.0,0.131305299999999,0.1392532,0.150078,709.0,548.0,520.0,51.9961,55.845,26.9815385,233.0,237.0,239.0,111.0,109.0,113.0,12.0,4.0,1.0,57.0,61.0,80.0,55.0,71.0,78.0,23.35,25.1,24.2,1.66,1.83,1.61,2180.0,1811.0,933.47,2944.0,3134.0,2792.0,6.7665,7.9024,5.9858,4.0,4.0,3.0,0.099,4.9857
118,Cr2FeGa,140.0,140.0,130.0,7.23,7.1,11.8,7.15,7.87,5.91,83.0,62.0,50.0,342.0,340.0,270.3,6.0,8.0,13.0,2.88,2.87,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.449,0.449,0.373,206.0,204.0,187.0,139.0,142.0,122.0,122.0,115.999999999999,124.0,0.6758412,0.15323634,0.3012011,28.0,30.0,39.0,24.0,26.0,31.0,24.0,26.0,31.0,397.48,415.5,271.96,302.3,291.2,438.3,225.0,223.0,246.0,0.131305299999999,0.1392532,0.172377299999999,709.0,548.0,456.0,51.9961,55.845,69.723,233.0,237.0,233.0,111.0,109.0,117.0,12.0,4.0,3.0,57.0,61.0,81.0,55.0,71.0,79.0,23.35,25.1,26.03,1.66,1.83,1.81,2180.0,1811.0,302.9146,2944.0,3134.0,2673.0,6.7665,7.9024,5.9993,4.0,4.0,4.0,0.11,0.8541
119,Cr2FeIn,140.0,140.0,155.0,7.23,7.1,15.7,7.15,7.87,7.31,83.0,62.0,65.0,342.0,340.0,225.1,6.0,8.0,13.0,2.88,2.87,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.449,0.233,206.0,204.0,193.0,139.0,142.0,142.0,122.0,115.999999999999,142.0,0.6758412,0.15323634,0.383926,28.0,30.0,66.0,24.0,26.0,49.0,24.0,26.0,49.0,397.48,415.5,243.0,302.3,291.2,446.3,225.0,223.0,264.0,0.131305299999999,0.1392532,0.16423,709.0,548.0,643.0,51.9961,55.845,114.818,233.0,237.0,246.0,111.0,109.0,136.0,12.0,4.0,4.0,57.0,61.0,79.0,55.0,71.0,80.0,23.35,25.1,26.74,1.66,1.83,1.78,2180.0,1811.0,429.75,2944.0,3134.0,2345.0,6.7665,7.9024,5.7864,4.0,4.0,5.0,0.45,0.9688
120,Cr2FeSi,140.0,140.0,110.0,7.23,7.1,12.1,7.15,7.87,2.3296,83.0,62.0,37.3,342.0,340.0,383.0,6.0,8.0,14.0,2.88,2.87,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.449,0.449,0.712,206.0,204.0,210.0,139.0,142.0,111.0,122.0,115.999999999999,115.999999999999,0.6758412,0.15323634,1.38952128,28.0,30.0,14.0,24.0,26.0,14.0,24.0,26.0,14.0,397.48,415.5,450.0,302.3,291.2,429.5,225.0,223.0,229.0,0.131305299999999,0.1392532,0.178503,709.0,548.0,308.0,51.9961,55.845,28.085,233.0,237.0,231.999999999999,111.0,109.0,107.0,12.0,4.0,0.7,57.0,61.0,85.0,55.0,71.0,85.0,23.35,25.1,19.99,1.66,1.83,1.9,2180.0,1811.0,1687.0,2944.0,3134.0,3538.0,6.7665,7.9024,8.1517,4.0,4.0,3.0,-0.134,0.7815
121,Cr2FeGe,140.0,140.0,125.0,7.23,7.1,13.6,7.15,7.87,5.3234,83.0,62.0,40.0,342.0,340.0,328.0,6.0,8.0,14.0,2.88,2.87,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.449,0.32,206.0,204.0,211.0,139.0,142.0,120.0,122.0,115.999999999999,121.0,0.6758412,0.15323634,1.232676413,28.0,30.0,41.0,24.0,26.0,32.0,24.0,26.0,32.0,397.48,415.5,372.0,302.3,291.2,428.0,225.0,223.0,244.0,0.131305299999999,0.1392532,0.1895892,709.0,548.0,365.0,51.9961,55.845,72.63,233.0,237.0,234.0,111.0,109.0,111.0,12.0,4.0,1.0,57.0,61.0,84.0,55.0,71.0,84.0,23.35,25.1,23.222,1.66,1.83,2.01,2180.0,1811.0,1211.4,2944.0,3134.0,3106.0,6.7665,7.9024,7.8994,4.0,4.0,4.0,0.049,0.1578
122,Cr2FeSn,140.0,140.0,145.0,7.23,7.1,16.3,7.15,7.87,7.287,83.0,62.0,53.0,342.0,340.0,296.0,6.0,8.0,14.0,2.88,2.87,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.449,0.227,206.0,204.0,217.0,139.0,142.0,139.0,122.0,115.999999999999,140.0,0.6758412,0.15323634,1.1120702,28.0,30.0,69.0,24.0,26.0,50.0,24.0,26.0,50.0,397.48,415.5,301.2,302.3,291.2,439.199999999999,225.0,223.0,259.0,0.131305299999999,0.1392532,0.178052,709.0,548.0,715.0,51.9961,55.845,118.71,233.0,237.0,248.0,111.0,109.0,130.0,12.0,4.0,6.0,57.0,61.0,83.0,55.0,71.0,83.0,23.35,25.1,26.99,1.66,1.83,1.96,2180.0,1811.0,505.08,2944.0,3134.0,2875.0,6.7665,7.9024,7.3439,4.0,4.0,5.0,0.292,1.0825
123,Cr2FeP,140.0,140.0,100.0,7.23,7.1,17.0,7.15,7.87,1.823,83.0,62.0,25.0,342.0,340.0,49.8,6.0,8.0,15.0,2.88,2.87,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.449,0.449,0.769,206.0,204.0,180.0,139.0,142.0,107.0,122.0,115.999999999999,111.0,0.6758412,0.15323634,0.7466071,28.0,30.0,16.0,24.0,26.0,15.0,24.0,26.0,15.0,397.48,415.5,316.5,302.3,291.2,414.7,225.0,223.0,222.0,0.131305299999999,0.1392532,0.206931,709.0,548.0,187.0,51.9961,55.845,30.973761998,233.0,237.0,223.0,111.0,109.0,102.0,12.0,4.0,1.0,57.0,61.0,90.0,55.0,71.0,89.0,23.35,25.1,23.824,1.66,1.83,2.19,2180.0,1811.0,317.3,2944.0,3134.0,550.0,6.7665,7.9024,10.4867,4.0,4.0,3.0,-0.223,1.6627
124,Cr2FeAs,140.0,140.0,115.0,7.23,7.1,13.1,7.15,7.87,5.75,83.0,62.0,30.0,342.0,340.0,32.4,6.0,8.0,15.0,2.88,2.87,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.449,0.329,206.0,204.0,185.0,139.0,142.0,119.0,122.0,115.999999999999,121.0,0.6758412,0.15323634,0.80482,28.0,30.0,42.0,24.0,26.0,33.0,24.0,26.0,33.0,397.48,415.5,302.5,302.3,291.2,423.0,225.0,223.0,236.0,0.131305299999999,0.1392532,0.2068208,709.0,548.0,260.0,51.9961,55.845,74.921595,233.0,237.0,231.0,111.0,109.0,114.0,12.0,4.0,1.0,57.0,61.0,89.0,55.0,71.0,90.0,23.35,25.1,24.64,1.66,1.83,2.18,2180.0,1811.0,1090.0,2944.0,3134.0,887.0,6.7665,7.9024,9.7886,4.0,4.0,4.0,0.076,1.1509
125,Cr2FeSb,140.0,140.0,145.0,7.23,7.1,18.4,7.15,7.87,6.68,83.0,62.0,43.0,342.0,340.0,195.2,6.0,8.0,15.0,2.88,2.87,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.449,0.449,0.207,206.0,204.0,206.0,139.0,142.0,139.0,122.0,115.999999999999,140.0,0.6758412,0.15323634,1.04740119,28.0,30.0,71.0,24.0,26.0,51.0,24.0,26.0,51.0,397.48,415.5,264.4,302.3,291.2,442.0,225.0,223.0,252.0,0.131305299999999,0.1392532,0.191877399999999,709.0,548.0,504.0,51.9961,55.845,121.76,233.0,237.0,246.0,111.0,109.0,133.0,12.0,4.0,2.0,57.0,61.0,88.0,55.0,71.0,91.0,23.35,25.1,25.23,1.66,1.83,2.05,2180.0,1811.0,903.78,2944.0,3134.0,1860.0,6.7665,7.9024,8.6084,4.0,4.0,5.0,0.296,0.8395
126,Cr2CoAl,140.0,135.0,125.0,7.23,6.7,10.0,7.15,8.86,2.7,83.0,55.0,57.8,342.0,389.1,284.1,6.0,9.0,13.0,2.88,2.51,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.449,0.421,0.897,206.0,200.0,184.0,139.0,138.0,121.0,122.0,111.0,126.0,0.6758412,0.662265,0.432835,28.0,32.0,14.0,24.0,27.0,13.0,24.0,27.0,13.0,397.48,426.7,330.9,302.3,287.2,449.9,225.0,223.0,236.0,0.131305299999999,0.143236299999999,0.150078,709.0,461.0,520.0,51.9961,58.933194,26.9815385,233.0,233.0,239.0,111.0,103.0,113.0,12.0,4.0,1.0,57.0,64.0,80.0,55.0,70.0,78.0,23.35,24.81,24.2,1.66,1.88,1.61,2180.0,1768.0,933.47,2944.0,3200.0,2792.0,6.7665,7.881,5.9858,4.0,4.0,3.0,0.125,5.7597
127,Cr2CoGa,140.0,135.0,130.0,7.23,6.7,11.8,7.15,8.86,5.91,83.0,55.0,50.0,342.0,389.1,270.3,6.0,9.0,13.0,2.88,2.51,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.449,0.421,0.373,206.0,200.0,187.0,139.0,138.0,122.0,122.0,111.0,124.0,0.6758412,0.662265,0.3012011,28.0,32.0,39.0,24.0,27.0,31.0,24.0,27.0,31.0,397.48,426.7,271.96,302.3,287.2,438.3,225.0,223.0,246.0,0.131305299999999,0.143236299999999,0.172377299999999,709.0,461.0,456.0,51.9961,58.933194,69.723,233.0,233.0,233.0,111.0,103.0,117.0,12.0,4.0,3.0,57.0,64.0,81.0,55.0,70.0,79.0,23.35,24.81,26.03,1.66,1.88,1.81,2180.0,1768.0,302.9146,2944.0,3200.0,2673.0,6.7665,7.881,5.9993,4.0,4.0,4.0,0.162,5.7819
128,Cr2CoIn,140.0,135.0,155.0,7.23,6.7,15.7,7.15,8.86,7.31,83.0,55.0,65.0,342.0,389.1,225.1,6.0,9.0,13.0,2.88,2.51,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.421,0.233,206.0,200.0,193.0,139.0,138.0,142.0,122.0,111.0,142.0,0.6758412,0.662265,0.383926,28.0,32.0,66.0,24.0,27.0,49.0,24.0,27.0,49.0,397.48,426.7,243.0,302.3,287.2,446.3,225.0,223.0,264.0,0.131305299999999,0.143236299999999,0.16423,709.0,461.0,643.0,51.9961,58.933194,114.818,233.0,233.0,246.0,111.0,103.0,136.0,12.0,4.0,4.0,57.0,64.0,79.0,55.0,70.0,80.0,23.35,24.81,26.74,1.66,1.88,1.78,2180.0,1768.0,429.75,2944.0,3200.0,2345.0,6.7665,7.881,5.7864,4.0,4.0,5.0,0.477,6.9038
129,Cr2CoSi,140.0,135.0,110.0,7.23,6.7,12.1,7.15,8.86,2.3296,83.0,55.0,37.3,342.0,389.1,383.0,6.0,9.0,14.0,2.88,2.51,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.449,0.421,0.712,206.0,200.0,210.0,139.0,138.0,111.0,122.0,111.0,115.999999999999,0.6758412,0.662265,1.38952128,28.0,32.0,14.0,24.0,27.0,14.0,24.0,27.0,14.0,397.48,426.7,450.0,302.3,287.2,429.5,225.0,223.0,229.0,0.131305299999999,0.143236299999999,0.178503,709.0,461.0,308.0,51.9961,58.933194,28.085,233.0,233.0,231.999999999999,111.0,103.0,107.0,12.0,4.0,0.7,57.0,64.0,85.0,55.0,70.0,85.0,23.35,24.81,19.99,1.66,1.88,1.9,2180.0,1768.0,1687.0,2944.0,3200.0,3538.0,6.7665,7.881,8.1517,4.0,4.0,3.0,-0.265,0.0
130,Cr2CoGe,140.0,135.0,125.0,7.23,6.7,13.6,7.15,8.86,5.3234,83.0,55.0,40.0,342.0,389.1,328.0,6.0,9.0,14.0,2.88,2.51,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.421,0.32,206.0,200.0,211.0,139.0,138.0,120.0,122.0,111.0,121.0,0.6758412,0.662265,1.232676413,28.0,32.0,41.0,24.0,27.0,32.0,24.0,27.0,32.0,397.48,426.7,372.0,302.3,287.2,428.0,225.0,223.0,244.0,0.131305299999999,0.143236299999999,0.1895892,709.0,461.0,365.0,51.9961,58.933194,72.63,233.0,233.0,234.0,111.0,103.0,111.0,12.0,4.0,1.0,57.0,64.0,84.0,55.0,70.0,84.0,23.35,24.81,23.222,1.66,1.88,2.01,2180.0,1768.0,1211.4,2944.0,3200.0,3106.0,6.7665,7.881,7.8994,4.0,4.0,4.0,-0.052,0.0
131,Cr2CoSn,140.0,135.0,145.0,7.23,6.7,16.3,7.15,8.86,7.287,83.0,55.0,53.0,342.0,389.1,296.0,6.0,9.0,14.0,2.88,2.51,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.421,0.227,206.0,200.0,217.0,139.0,138.0,139.0,122.0,111.0,140.0,0.6758412,0.662265,1.1120702,28.0,32.0,69.0,24.0,27.0,50.0,24.0,27.0,50.0,397.48,426.7,301.2,302.3,287.2,439.199999999999,225.0,223.0,259.0,0.131305299999999,0.143236299999999,0.178052,709.0,461.0,715.0,51.9961,58.933194,118.71,233.0,233.0,248.0,111.0,103.0,130.0,12.0,4.0,6.0,57.0,64.0,83.0,55.0,70.0,83.0,23.35,24.81,26.99,1.66,1.88,1.96,2180.0,1768.0,505.08,2944.0,3200.0,2875.0,6.7665,7.881,7.3439,4.0,4.0,5.0,0.319,7.0093
132,Cr2CoP,140.0,135.0,100.0,7.23,6.7,17.0,7.15,8.86,1.823,83.0,55.0,25.0,342.0,389.1,49.8,6.0,9.0,15.0,2.88,2.51,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.449,0.421,0.769,206.0,200.0,180.0,139.0,138.0,107.0,122.0,111.0,111.0,0.6758412,0.662265,0.7466071,28.0,32.0,16.0,24.0,27.0,15.0,24.0,27.0,15.0,397.48,426.7,316.5,302.3,287.2,414.7,225.0,223.0,222.0,0.131305299999999,0.143236299999999,0.206931,709.0,461.0,187.0,51.9961,58.933194,30.973761998,233.0,233.0,223.0,111.0,103.0,102.0,12.0,4.0,1.0,57.0,64.0,90.0,55.0,70.0,89.0,23.35,24.81,23.824,1.66,1.88,2.19,2180.0,1768.0,317.3,2944.0,3200.0,550.0,6.7665,7.881,10.4867,4.0,4.0,3.0,-0.16,0.4985
133,Cr2CoAs,140.0,135.0,115.0,7.23,6.7,13.1,7.15,8.86,5.75,83.0,55.0,30.0,342.0,389.1,32.4,6.0,9.0,15.0,2.88,2.51,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.421,0.329,206.0,200.0,185.0,139.0,138.0,119.0,122.0,111.0,121.0,0.6758412,0.662265,0.80482,28.0,32.0,42.0,24.0,27.0,33.0,24.0,27.0,33.0,397.48,426.7,302.5,302.3,287.2,423.0,225.0,223.0,236.0,0.131305299999999,0.143236299999999,0.2068208,709.0,461.0,260.0,51.9961,58.933194,74.921595,233.0,233.0,231.0,111.0,103.0,114.0,12.0,4.0,1.0,57.0,64.0,89.0,55.0,70.0,90.0,23.35,24.81,24.64,1.66,1.88,2.18,2180.0,1768.0,1090.0,2944.0,3200.0,887.0,6.7665,7.881,9.7886,4.0,4.0,4.0,0.014,0.5348
134,Cr2CoSb,140.0,135.0,145.0,7.23,6.7,18.4,7.15,8.86,6.68,83.0,55.0,43.0,342.0,389.1,195.2,6.0,9.0,15.0,2.88,2.51,4.51,4.0,4.0,5.0,8.0,8.0,5.0,0.449,0.421,0.207,206.0,200.0,206.0,139.0,138.0,139.0,122.0,111.0,140.0,0.6758412,0.662265,1.04740119,28.0,32.0,71.0,24.0,27.0,51.0,24.0,27.0,51.0,397.48,426.7,264.4,302.3,287.2,442.0,225.0,223.0,252.0,0.131305299999999,0.143236299999999,0.191877399999999,709.0,461.0,504.0,51.9961,58.933194,121.76,233.0,233.0,246.0,111.0,103.0,133.0,12.0,4.0,2.0,57.0,64.0,88.0,55.0,70.0,91.0,23.35,24.81,25.23,1.66,1.88,2.05,2180.0,1768.0,903.78,2944.0,3200.0,1860.0,6.7665,7.881,8.6084,4.0,4.0,5.0,0.224,0.7158
135,Cr2NiAl,140.0,135.0,125.0,7.23,6.6,10.0,7.15,8.9,2.7,83.0,49.0,57.8,342.0,378.6,284.1,6.0,10.0,13.0,2.88,3.52,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.449,0.444,0.897,206.0,197.0,184.0,139.0,124.0,121.0,122.0,110.0,126.0,0.6758412,1.1571612,0.432835,28.0,31.0,14.0,24.0,28.0,13.0,24.0,28.0,13.0,397.48,430.1,330.9,302.3,283.4,449.9,225.0,222.0,236.0,0.131305299999999,0.1472068,0.150078,709.0,393.0,520.0,51.9961,58.6934,26.9815385,233.0,229.0,239.0,111.0,101.0,113.0,12.0,3.0,1.0,57.0,67.0,80.0,55.0,69.0,78.0,23.35,26.07,24.2,1.66,1.91,1.61,2180.0,1728.0,933.47,2944.0,3186.0,2792.0,6.7665,7.6398,5.9858,4.0,4.0,3.0,0.153,6.686
136,Cr2NiGa,140.0,135.0,130.0,7.23,6.6,11.8,7.15,8.9,5.91,83.0,49.0,50.0,342.0,378.6,270.3,6.0,10.0,13.0,2.88,3.52,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.449,0.444,0.373,206.0,197.0,187.0,139.0,124.0,122.0,122.0,110.0,124.0,0.6758412,1.1571612,0.3012011,28.0,31.0,39.0,24.0,28.0,31.0,24.0,28.0,31.0,397.48,430.1,271.96,302.3,283.4,438.3,225.0,222.0,246.0,0.131305299999999,0.1472068,0.172377299999999,709.0,393.0,456.0,51.9961,58.6934,69.723,233.0,229.0,233.0,111.0,101.0,117.0,12.0,3.0,3.0,57.0,67.0,81.0,55.0,69.0,79.0,23.35,26.07,26.03,1.66,1.91,1.81,2180.0,1728.0,302.9146,2944.0,3186.0,2673.0,6.7665,7.6398,5.9993,4.0,4.0,4.0,0.169,6.5147
137,Cr2NiIn,140.0,135.0,155.0,7.23,6.6,15.7,7.15,8.9,7.31,83.0,49.0,65.0,342.0,378.6,225.1,6.0,10.0,13.0,2.88,3.52,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.444,0.233,206.0,197.0,193.0,139.0,124.0,142.0,122.0,110.0,142.0,0.6758412,1.1571612,0.383926,28.0,31.0,66.0,24.0,28.0,49.0,24.0,28.0,49.0,397.48,430.1,243.0,302.3,283.4,446.3,225.0,222.0,264.0,0.131305299999999,0.1472068,0.16423,709.0,393.0,643.0,51.9961,58.6934,114.818,233.0,229.0,246.0,111.0,101.0,136.0,12.0,3.0,4.0,57.0,67.0,79.0,55.0,69.0,80.0,23.35,26.07,26.74,1.66,1.91,1.78,2180.0,1728.0,429.75,2944.0,3186.0,2345.0,6.7665,7.6398,5.7864,4.0,4.0,5.0,0.409,7.4137
138,Cr2NiSi,140.0,135.0,110.0,7.23,6.6,12.1,7.15,8.9,2.3296,83.0,49.0,37.3,342.0,378.6,383.0,6.0,10.0,14.0,2.88,3.52,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.449,0.444,0.712,206.0,197.0,210.0,139.0,124.0,111.0,122.0,110.0,115.999999999999,0.6758412,1.1571612,1.38952128,28.0,31.0,14.0,24.0,28.0,14.0,24.0,28.0,14.0,397.48,430.1,450.0,302.3,283.4,429.5,225.0,222.0,229.0,0.131305299999999,0.1472068,0.178503,709.0,393.0,308.0,51.9961,58.6934,28.085,233.0,229.0,231.999999999999,111.0,101.0,107.0,12.0,3.0,0.7,57.0,67.0,85.0,55.0,69.0,85.0,23.35,26.07,19.99,1.66,1.91,1.9,2180.0,1728.0,1687.0,2944.0,3186.0,3538.0,6.7665,7.6398,8.1517,4.0,4.0,3.0,-0.215,0.0
139,Cr2NiGe,140.0,135.0,125.0,7.23,6.6,13.6,7.15,8.9,5.3234,83.0,49.0,40.0,342.0,378.6,328.0,6.0,10.0,14.0,2.88,3.52,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.444,0.32,206.0,197.0,211.0,139.0,124.0,120.0,122.0,110.0,121.0,0.6758412,1.1571612,1.232676413,28.0,31.0,41.0,24.0,28.0,32.0,24.0,28.0,32.0,397.48,430.1,372.0,302.3,283.4,428.0,225.0,222.0,244.0,0.131305299999999,0.1472068,0.1895892,709.0,393.0,365.0,51.9961,58.6934,72.63,233.0,229.0,234.0,111.0,101.0,111.0,12.0,3.0,1.0,57.0,67.0,84.0,55.0,69.0,84.0,23.35,26.07,23.222,1.66,1.91,2.01,2180.0,1728.0,1211.4,2944.0,3186.0,3106.0,6.7665,7.6398,7.8994,4.0,4.0,4.0,-0.031,0.078
140,Cr2NiSn,140.0,135.0,145.0,7.23,6.6,16.3,7.15,8.9,7.287,83.0,49.0,53.0,342.0,378.6,296.0,6.0,10.0,14.0,2.88,3.52,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.449,0.444,0.227,206.0,197.0,217.0,139.0,124.0,139.0,122.0,110.0,140.0,0.6758412,1.1571612,1.1120702,28.0,31.0,69.0,24.0,28.0,50.0,24.0,28.0,50.0,397.48,430.1,301.2,302.3,283.4,439.199999999999,225.0,222.0,259.0,0.131305299999999,0.1472068,0.178052,709.0,393.0,715.0,51.9961,58.6934,118.71,233.0,229.0,248.0,111.0,101.0,130.0,12.0,3.0,6.0,57.0,67.0,83.0,55.0,69.0,83.0,23.35,26.07,26.99,1.66,1.91,1.96,2180.0,1728.0,505.08,2944.0,3186.0,2875.0,6.7665,7.6398,7.3439,4.0,4.0,5.0,0.273,7.093
141,Cr2NiP,140.0,135.0,100.0,7.23,6.6,17.0,7.15,8.9,1.823,83.0,49.0,25.0,342.0,378.6,49.8,6.0,10.0,15.0,2.88,3.52,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.449,0.444,0.769,206.0,197.0,180.0,139.0,124.0,107.0,122.0,110.0,111.0,0.6758412,1.1571612,0.7466071,28.0,31.0,16.0,24.0,28.0,15.0,24.0,28.0,15.0,397.48,430.1,316.5,302.3,283.4,414.7,225.0,222.0,222.0,0.131305299999999,0.1472068,0.206931,709.0,393.0,187.0,51.9961,58.6934,30.973761998,233.0,229.0,223.0,111.0,101.0,102.0,12.0,3.0,1.0,57.0,67.0,90.0,55.0,69.0,89.0,23.35,26.07,23.824,1.66,1.91,2.19,2180.0,1728.0,317.3,2944.0,3186.0,550.0,6.7665,7.6398,10.4867,4.0,4.0,3.0,-0.191,0.0001
142,Cr2NiAs,140.0,135.0,115.0,7.23,6.6,13.1,7.15,8.9,5.75,83.0,49.0,30.0,342.0,378.6,32.4,6.0,10.0,15.0,2.88,3.52,4.13,4.0,4.0,4.0,8.0,8.0,5.0,0.449,0.444,0.329,206.0,197.0,185.0,139.0,124.0,119.0,122.0,110.0,121.0,0.6758412,1.1571612,0.80482,28.0,31.0,42.0,24.0,28.0,33.0,24.0,28.0,33.0,397.48,430.1,302.5,302.3,283.4,423.0,225.0,222.0,236.0,0.131305299999999,0.1472068,0.2068208,709.0,393.0,260.0,51.9961,58.6934,74.921595,233.0,229.0,231.0,111.0,101.0,114.0,12.0,3.0,1.0,57.0,67.0,89.0,55.0,69.0,90.0,23.35,26.07,24.64,1.66,1.91,2.18,2180.0,1728.0,1090.0,2944.0,3186.0,887.0,6.7665,7.6398,9.7886,4.0,4.0,4.0,0.043,1.7279
